id,name,category,status
863,Prod_863,Cat_3,active
864,Prod_864,Cat_4,active
865,Prod_865,Cat_0,active
866,Prod_866,Cat_1,active
867,Prod_867,Cat_2,active
868,Prod_868,Cat_3,active
869,Prod_869,Cat_4,active
870,Prod_870,Cat_0,inactive
871,Prod_871,Cat_1,active
872,Prod_872,Cat_2,active
873,Prod_873,Cat_3,active
874,Prod_874,Cat_4,active
875,Prod_875,Cat_0,active
876,Prod_876,Cat_1,active
877,Prod_877,Cat_2,active
878,Prod_878,Cat_3,active
879,Prod_879,Cat_4,active
880,Prod_880,Cat_0,inactive
881,Prod_881,Cat_1,active
882,Prod_882,Cat_2,active
883,Prod_883,Cat_3,active
884,Prod_884,Cat_4,active
885,Prod_885,Cat_0,active
886,Prod_886,Cat_1,active
887,Prod_887,Cat_2,active
888,Prod_888,Cat_3,active
889,Prod_889,Cat_4,active
890,Prod_890,Cat_0,inactive
891,Prod_891,Cat_1,active
892,Prod_892,Cat_2,active
893,Prod_893,Cat_3,active
894,Prod_894,Cat_4,active
895,Prod_895,Cat_0,active
896,Prod_896,Cat_1,active
897,Prod_897,Cat_2,active
898,Prod_898,Cat_3,active
899,Prod_899,Cat_4,active
900,Prod_900,Cat_0,inactive
901,Prod_901,Cat_1,active
902,Prod_902,Cat_2,active
903,Prod_903,Cat_3,active
904,Prod_904,Cat_4,active
905,Prod_905,Cat_0,active
906,Prod_906,Cat_1,active
907,Prod_907,Cat_2,active
908,Prod_908,Cat_3,active
909,Prod_909,Cat_4,active
910,Prod_910,Cat_0,inactive
911,Prod_911,Cat_1,active
912,Prod_912,Cat_2,active
913,Prod_913,Cat_3,active
914,Prod_914,Cat_4,active
915,Prod_915,Cat_0,active
916,Prod_916,Cat_1,active
917,Prod_917,Cat_2,active
918,Prod_918,Cat_3,active
919,Prod_919,Cat_4,active
920,Prod_920,Cat_0,inactive
921,Prod_921,Cat_1,active
922,Prod_922,Cat_2,active
923,Prod_923,Cat_3,active
924,Prod_924,Cat_4,active
925,Prod_925,Cat_0,active
926,Prod_926,Cat_1,active
927,Prod_927,Cat_2,active
928,Prod_928,Cat_3,active
929,Prod_929,Cat_4,active
930,Prod_930,Cat_0,inactive
931,Prod_931,Cat_1,active
932,Prod_932,Cat_2,active
933,Prod_933,Cat_3,active
934,Prod_934,Cat_4,active
935,Prod_935,Cat_0,active
936,Prod_936,Cat_1,active
937,Prod_937,Cat_2,active
938,Prod_938,Cat_3,active
939,Prod_939,Cat_4,active
940,Prod_940,Cat_0,inactive
941,Prod_941,Cat_1,active
942,Prod_942,Cat_2,active
943,Prod_943,Cat_3,active
944,Prod_944,Cat_4,active
945,Prod_945,Cat_0,active
946,Prod_946,Cat_1,active
947,Prod_947,Cat_2,active
948,Prod_948,Cat_3,active
949,Prod_949,Cat_4,active
950,Prod_950,Cat_0,inactive
951,Prod_951,Cat_1,active
952,Prod_952,Cat_2,active
953,Prod_953,Cat_3,active
954,Prod_954,Cat_4,active
955,Prod_955,Cat_0,active
956,Prod_956,Cat_1,active
957,Prod_957,Cat_2,active
958,Prod_958,Cat_3,active
959,Prod_959,Cat_4,active
960,Prod_960,Cat_0,inactive
961,Prod_961,Cat_1,active
962,Prod_962,Cat_2,active
963,Prod_963,Cat_3,active
964,Prod_964,Cat_4,active
965,Prod_965,Cat_0,active
966,Prod_966,Cat_1,active
967,Prod_967,Cat_2,active
968,Prod_968,Cat_3,active
969,Prod_969,Cat_4,active
970,Prod_970,Cat_0,inactive
971,Prod_971,Cat_1,active
972,Prod_972,Cat_2,active
973,Prod_973,Cat_3,active
974,Prod_974,Cat_4,active
975,Prod_975,Cat_0,active
976,Prod_976,Cat_1,active
977,Prod_977,Cat_2,active
978,Prod_978,Cat_3,active
979,Prod_979,Cat_4,active
980,Prod_980,Cat_0,inactive
981,Prod_981,Cat_1,active
982,Prod_982,Cat_2,active
983,Prod_983,Cat_3,active
984,Prod_984,Cat_4,active
985,Prod_985,Cat_0,active
986,Prod_986,Cat_1,active
987,Prod_987,Cat_2,active
988,Prod_988,Cat_3,active
989,Prod_989,Cat_4,active
990,Prod_990,Cat_0,inactive
991,Prod_991,Cat_1,active
992,Prod_992,Cat_2,active
993,Prod_993,Cat_3,active
994,Prod_994,Cat_4,active
995,Prod_995,Cat_0,active
996,Prod_996,Cat_1,active
997,Prod_997,Cat_2,active
998,Prod_998,Cat_3,active
999,Prod_999,Cat_4,active
1000,Prod_1000,Cat_0,inactive
1001,Prod_1001,Cat_1,active
1002,Prod_1002,Cat_2,active
1003,Prod_1003,Cat_3,active
1004,Prod_1004,Cat_4,active
1005,Prod_1005,Cat_0,active
1006,Prod_1006,Cat_1,active
1007,Prod_1007,Cat_2,active
1008,Prod_1008,Cat_3,active
1009,Prod_1009,Cat_4,active
1010,Prod_1010,Cat_0,inactive
1011,Prod_1011,Cat_1,active
1012,Prod_1012,Cat_2,active
1013,Prod_1013,Cat_3,active
1014,Prod_1014,Cat_4,active
1015,Prod_1015,Cat_0,active
1016,Prod_1016,Cat_1,active
1017,Prod_1017,Cat_2,active
1018,Prod_1018,Cat_3,active
1019,Prod_1019,Cat_4,active
1020,Prod_1020,Cat_0,inactive
1021,Prod_1021,Cat_1,active
1022,Prod_1022,Cat_2,active
1023,Prod_1023,Cat_3,active
1024,Prod_1024,Cat_4,active
1025,Prod_1025,Cat_0,active
1026,Prod_1026,Cat_1,active
1027,Prod_1027,Cat_2,active
1028,Prod_1028,Cat_3,active
1029,Prod_1029,Cat_4,active
1030,Prod_1030,Cat_0,inactive
1031,Prod_1031,Cat_1,active
1032,Prod_1032,Cat_2,active
1033,Prod_1033,Cat_3,active
1034,Prod_1034,Cat_4,active
1035,Prod_1035,Cat_0,active
1036,Prod_1036,Cat_1,active
1037,Prod_1037,Cat_2,active
1038,Prod_1038,Cat_3,active
1039,Prod_1039,Cat_4,active
1040,Prod_1040,Cat_0,inactive
1041,Prod_1041,Cat_1,active
1042,Prod_1042,Cat_2,active
1043,Prod_1043,Cat_3,active
1044,Prod_1044,Cat_4,active
1045,Prod_1045,Cat_0,active
1046,Prod_1046,Cat_1,active
1047,Prod_1047,Cat_2,active
1048,Prod_1048,Cat_3,active
1049,Prod_1049,Cat_4,active
1050,Prod_1050,Cat_0,inactive
1051,Prod_1051,Cat_1,active
1052,Prod_1052,Cat_2,active
1053,Prod_1053,Cat_3,active
1054,Prod_1054,Cat_4,active
1055,Prod_1055,Cat_0,active
1056,Prod_1056,Cat_1,active
1057,Prod_1057,Cat_2,active
1058,Prod_1058,Cat_3,active
1059,Prod_1059,Cat_4,active
1060,Prod_1060,Cat_0,inactive
1061,Prod_1061,Cat_1,active
1062,Prod_1062,Cat_2,active
1063,Prod_1063,Cat_3,active
1064,Prod_1064,Cat_4,active
1065,Prod_1065,Cat_0,active
1066,Prod_1066,Cat_1,active
1067,Prod_1067,Cat_2,active
1068,Prod_1068,Cat_3,active
1069,Prod_1069,Cat_4,active
1070,Prod_1070,Cat_0,inactive
1071,Prod_1071,Cat_1,active
1072,Prod_1072,Cat_2,active
1073,Prod_1073,Cat_3,active
1074,Prod_1074,Cat_4,active
1075,Prod_1075,Cat_0,active
1076,Prod_1076,Cat_1,active
1077,Prod_1077,Cat_2,active
1078,Prod_1078,Cat_3,active
1079,Prod_1079,Cat_4,active
1080,Prod_1080,Cat_0,inactive
1081,Prod_1081,Cat_1,active
1082,Prod_1082,Cat_2,active
1083,Prod_1083,Cat_3,active
1084,Prod_1084,Cat_4,active
1085,Prod_1085,Cat_0,active
1086,Prod_1086,Cat_1,active
1087,Prod_1087,Cat_2,active
1088,Prod_1088,Cat_3,active
1089,Prod_1089,Cat_4,active
1090,Prod_1090,Cat_0,inactive
1091,Prod_1091,Cat_1,active
1092,Prod_1092,Cat_2,active
1093,Prod_1093,Cat_3,active
1094,Prod_1094,Cat_4,active
1095,Prod_1095,Cat_0,active
1096,Prod_1096,Cat_1,active
1097,Prod_1097,Cat_2,active
1098,Prod_1098,Cat_3,active
1099,Prod_1099,Cat_4,active
1100,Prod_1100,Cat_0,inactive
1101,Prod_1101,Cat_1,active
1102,Prod_1102,Cat_2,active
1103,Prod_1103,Cat_3,active
1104,Prod_1104,Cat_4,active
1105,Prod_1105,Cat_0,active
1106,Prod_1106,Cat_1,active
1107,Prod_1107,Cat_2,active
1108,Prod_1108,Cat_3,active
1109,Prod_1109,Cat_4,active
1110,Prod_1110,Cat_0,inactive
1111,Prod_1111,Cat_1,active
1112,Prod_1112,Cat_2,active
1113,Prod_1113,Cat_3,active
1114,Prod_1114,Cat_4,active
1115,Prod_1115,Cat_0,active
1116,Prod_1116,Cat_1,active
1117,Prod_1117,Cat_2,active
1118,Prod_1118,Cat_3,active
1119,Prod_1119,Cat_4,active
1120,Prod_1120,Cat_0,inactive
1121,Prod_1121,Cat_1,active
1122,Prod_1122,Cat_2,active
1123,Prod_1123,Cat_3,active
1124,Prod_1124,Cat_4,active
1125,Prod_1125,Cat_0,active
1126,Prod_1126,Cat_1,active
1127,Prod_1127,Cat_2,active
1128,Prod_1128,Cat_3,active
1129,Prod_1129,Cat_4,active
1130,Prod_1130,Cat_0,inactive
1131,Prod_1131,Cat_1,active
1132,Prod_1132,Cat_2,active
1133,Prod_1133,Cat_3,active
1134,Prod_1134,Cat_4,active
1135,Prod_1135,Cat_0,active
1136,Prod_1136,Cat_1,active
1137,Prod_1137,Cat_2,active
1138,Prod_1138,Cat_3,active
1139,Prod_1139,Cat_4,active
1140,Prod_1140,Cat_0,inactive
1141,Prod_1141,Cat_1,active
1142,Prod_1142,Cat_2,active
1143,Prod_1143,Cat_3,active
1144,Prod_1144,Cat_4,active
1145,Prod_1145,Cat_0,active
1146,Prod_1146,Cat_1,active
1147,Prod_1147,Cat_2,active
1148,Prod_1148,Cat_3,active
1149,Prod_1149,Cat_4,active
1150,Prod_1150,Cat_0,inactive
1151,Prod_1151,Cat_1,active
1152,Prod_1152,Cat_2,active
1153,Prod_1153,Cat_3,active
1154,Prod_1154,Cat_4,active
1155,Prod_1155,Cat_0,active
1156,Prod_1156,Cat_1,active
1157,Prod_1157,Cat_2,active
1158,Prod_1158,Cat_3,active
1159,Prod_1159,Cat_4,active
1160,Prod_1160,Cat_0,inactive
1161,Prod_1161,Cat_1,active
1162,Prod_1162,Cat_2,active
1163,Prod_1163,Cat_3,active
1164,Prod_1164,Cat_4,active
1165,Prod_1165,Cat_0,active
1166,Prod_1166,Cat_1,active
1167,Prod_1167,Cat_2,active
1168,Prod_1168,Cat_3,active
1169,Prod_1169,Cat_4,active
1170,Prod_1170,Cat_0,inactive
1171,Prod_1171,Cat_1,active
1172,Prod_1172,Cat_2,active
1173,Prod_1173,Cat_3,active
1174,Prod_1174,Cat_4,active
1175,Prod_1175,Cat_0,active
1176,Prod_1176,Cat_1,active
1177,Prod_1177,Cat_2,active
1178,Prod_1178,Cat_3,active
1179,Prod_1179,Cat_4,active
1180,Prod_1180,Cat_0,inactive
1181,Prod_1181,Cat_1,active
1182,Prod_1182,Cat_2,active
1183,Prod_1183,Cat_3,active
1184,Prod_1184,Cat_4,active
1185,Prod_1185,Cat_0,active
1186,Prod_1186,Cat_1,active
1187,Prod_1187,Cat_2,active
1188,Prod_1188,Cat_3,active
1189,Prod_1189,Cat_4,active
1190,Prod_1190,Cat_0,inactive
1191,Prod_1191,Cat_1,active
1192,Prod_1192,Cat_2,active
1193,Prod_1193,Cat_3,active
1194,Prod_1194,Cat_4,active
1195,Prod_1195,Cat_0,active
1196,Prod_1196,Cat_1,active
1197,Prod_1197,Cat_2,active
1198,Prod_1198,Cat_3,active
1199,Prod_1199,Cat_4,active
1200,Prod_1200,Cat_0,inactive
1201,Prod_1201,Cat_1,active
1202,Prod_1202,Cat_2,active
1203,Prod_1203,Cat_3,active
1204,Prod_1204,Cat_4,active
1205,Prod_1205,Cat_0,active
1206,Prod_1206,Cat_1,active
1207,Prod_1207,Cat_2,active
1208,Prod_1208,Cat_3,active
1209,Prod_1209,Cat_4,active
1210,Prod_1210,Cat_0,inactive
1211,Prod_1211,Cat_1,active
1212,Prod_1212,Cat_2,active
1213,Prod_1213,Cat_3,active
1214,Prod_1214,Cat_4,active
1215,Prod_1215,Cat_0,active
1216,Prod_1216,Cat_1,active
1217,Prod_1217,Cat_2,active
1218,Prod_1218,Cat_3,active
1219,Prod_1219,Cat_4,active
1220,Prod_1220,Cat_0,inactive
1221,Prod_1221,Cat_1,active
1222,Prod_1222,Cat_2,active
1223,Prod_1223,Cat_3,active
1224,Prod_1224,Cat_4,active
1225,Prod_1225,Cat_0,active
1226,Prod_1226,Cat_1,active
1227,Prod_1227,Cat_2,active
1228,Prod_1228,Cat_3,active
1229,Prod_1229,Cat_4,active
1230,Prod_1230,Cat_0,inactive
1231,Prod_1231,Cat_1,active
1232,Prod_1232,Cat_2,active
1233,Prod_1233,Cat_3,active
1234,Prod_1234,Cat_4,active
1235,Prod_1235,Cat_0,active
1236,Prod_1236,Cat_1,active
1237,Prod_1237,Cat_2,active
1238,Prod_1238,Cat_3,active
1239,Prod_1239,Cat_4,active
1240,Prod_1240,Cat_0,inactive
1241,Prod_1241,Cat_1,active
1242,Prod_1242,Cat_2,active
1243,Prod_1243,Cat_3,active
1244,Prod_1244,Cat_4,active
1245,Prod_1245,Cat_0,active
1246,Prod_1246,Cat_1,active
1247,Prod_1247,Cat_2,active
1248,Prod_1248,Cat_3,active
1249,Prod_1249,Cat_4,active
1250,Prod_1250,Cat_0,inactive
1251,Prod_1251,Cat_1,active
1252,Prod_1252,Cat_2,active
1253,Prod_1253,Cat_3,active
1254,Prod_1254,Cat_4,active
1255,Prod_1255,Cat_0,active
1256,Prod_1256,Cat_1,active
1257,Prod_1257,Cat_2,active
1258,Prod_1258,Cat_3,active
1259,Prod_1259,Cat_4,active
1260,Prod_1260,Cat_0,inactive
1261,Prod_1261,Cat_1,active
1262,Prod_1262,Cat_2,active
1263,Prod_1263,Cat_3,active
1264,Prod_1264,Cat_4,active
1265,Prod_1265,Cat_0,active
1266,Prod_1266,Cat_1,active
1267,Prod_1267,Cat_2,active
1268,Prod_1268,Cat_3,active
1269,Prod_1269,Cat_4,active
1270,Prod_1270,Cat_0,inactive
1271,Prod_1271,Cat_1,active
1272,Prod_1272,Cat_2,active
1273,Prod_1273,Cat_3,active
1274,Prod_1274,Cat_4,active
1275,Prod_1275,Cat_0,active
1276,Prod_1276,Cat_1,active
1277,Prod_1277,Cat_2,active
1278,Prod_1278,Cat_3,active
1279,Prod_1279,Cat_4,active
1280,Prod_1280,Cat_0,inactive
1281,Prod_1281,Cat_1,active
1282,Prod_1282,Cat_2,active
1283,Prod_1283,Cat_3,active
1284,Prod_1284,Cat_4,active
1285,Prod_1285,Cat_0,active
1286,Prod_1286,Cat_1,active
1287,Prod_1287,Cat_2,active
1288,Prod_1288,Cat_3,active
1289,Prod_1289,Cat_4,active
1290,Prod_1290,Cat_0,inactive
1291,Prod_1291,Cat_1,active
1292,Prod_1292,Cat_2,active
1293,Prod_1293,Cat_3,active
1294,Prod_1294,Cat_4,active
1295,Prod_1295,Cat_0,active
1296,Prod_1296,Cat_1,active
1297,Prod_1297,Cat_2,active
1298,Prod_1298,Cat_3,active
1299,Prod_1299,Cat_4,active
1300,Prod_1300,Cat_0,inactive
1301,Prod_1301,Cat_1,active
1302,Prod_1302,Cat_2,active
1303,Prod_1303,Cat_3,active
1304,Prod_1304,Cat_4,active
1305,Prod_1305,Cat_0,active
1306,Prod_1306,Cat_1,active
1307,Prod_1307,Cat_2,active
1308,Prod_1308,Cat_3,active
1309,Prod_1309,Cat_4,active
1310,Prod_1310,Cat_0,inactive
1311,Prod_1311,Cat_1,active
1312,Prod_1312,Cat_2,active
1313,Prod_1313,Cat_3,active
1314,Prod_1314,Cat_4,active
1315,Prod_1315,Cat_0,active
1316,Prod_1316,Cat_1,active
1317,Prod_1317,Cat_2,active
1318,Prod_1318,Cat_3,active
1319,Prod_1319,Cat_4,active
1320,Prod_1320,Cat_0,inactive
1321,Prod_1321,Cat_1,active
1322,Prod_1322,Cat_2,active
1323,Prod_1323,Cat_3,active
1324,Prod_1324,Cat_4,active
1325,Prod_1325,Cat_0,active
1326,Prod_1326,Cat_1,active
1327,Prod_1327,Cat_2,active
1328,Prod_1328,Cat_3,active
1329,Prod_1329,Cat_4,active
1330,Prod_1330,Cat_0,inactive
1331,Prod_1331,Cat_1,active
1332,Prod_1332,Cat_2,active
1333,Prod_1333,Cat_3,active
1334,Prod_1334,Cat_4,active
1335,Prod_1335,Cat_0,active
1336,Prod_1336,Cat_1,active
1337,Prod_1337,Cat_2,active
1338,Prod_1338,Cat_3,active
1339,Prod_1339,Cat_4,active
1340,Prod_1340,Cat_0,inactive
1341,Prod_1341,Cat_1,active
1342,Prod_1342,Cat_2,active
1343,Prod_1343,Cat_3,active
1344,Prod_1344,Cat_4,active
1345,Prod_1345,Cat_0,active
1346,Prod_1346,Cat_1,active
1347,Prod_1347,Cat_2,active
1348,Prod_1348,Cat_3,active
1349,Prod_1349,Cat_4,active
1350,Prod_1350,Cat_0,inactive
1351,Prod_1351,Cat_1,active
1352,Prod_1352,Cat_2,active
1353,Prod_1353,Cat_3,active
1354,Prod_1354,Cat_4,active
1355,Prod_1355,Cat_0,active
1356,Prod_1356,Cat_1,active
1357,Prod_1357,Cat_2,active
1358,Prod_1358,Cat_3,active
1359,Prod_1359,Cat_4,active
1360,Prod_1360,Cat_0,inactive
1361,Prod_1361,Cat_1,active
1362,Prod_1362,Cat_2,active
1363,Prod_1363,Cat_3,active
1364,Prod_1364,Cat_4,active
1365,Prod_1365,Cat_0,active
1366,Prod_1366,Cat_1,active
1367,Prod_1367,Cat_2,active
1368,Prod_1368,Cat_3,active
1369,Prod_1369,Cat_4,active
1370,Prod_1370,Cat_0,inactive
1371,Prod_1371,Cat_1,active
1372,Prod_1372,Cat_2,active
1373,Prod_1373,Cat_3,active
1374,Prod_1374,Cat_4,active
1375,Prod_1375,Cat_0,active
1376,Prod_1376,Cat_1,active
1377,Prod_1377,Cat_2,active
1378,Prod_1378,Cat_3,active
1379,Prod_1379,Cat_4,active
1380,Prod_1380,Cat_0,inactive
1381,Prod_1381,Cat_1,active
1382,Prod_1382,Cat_2,active
1383,Prod_1383,Cat_3,active
1384,Prod_1384,Cat_4,active
1385,Prod_1385,Cat_0,active
1386,Prod_1386,Cat_1,active
1387,Prod_1387,Cat_2,active
1388,Prod_1388,Cat_3,active
1389,Prod_1389,Cat_4,active
1390,Prod_1390,Cat_0,inactive
1391,Prod_1391,Cat_1,active
1392,Prod_1392,Cat_2,active
1393,Prod_1393,Cat_3,active
1394,Prod_1394,Cat_4,active
1395,Prod_1395,Cat_0,active
1396,Prod_1396,Cat_1,active
1397,Prod_1397,Cat_2,active
1398,Prod_1398,Cat_3,active
1399,Prod_1399,Cat_4,active
1400,Prod_1400,Cat_0,inactive
1401,Prod_1401,Cat_1,active
1402,Prod_1402,Cat_2,active
1403,Prod_1403,Cat_3,active
1404,Prod_1404,Cat_4,active
1405,Prod_1405,Cat_0,active
1406,Prod_1406,Cat_1,active
1407,Prod_1407,Cat_2,active
1408,Prod_1408,Cat_3,active
1409,Prod_1409,Cat_4,active
1410,Prod_1410,Cat_0,inactive
1411,Prod_1411,Cat_1,active
1412,Prod_1412,Cat_2,active
1413,Prod_1413,Cat_3,active
1414,Prod_1414,Cat_4,active
1415,Prod_1415,Cat_0,active
1416,Prod_1416,Cat_1,active
1417,Prod_1417,Cat_2,active
1418,Prod_1418,Cat_3,active
1419,Prod_1419,Cat_4,active
1420,Prod_1420,Cat_0,inactive
1421,Prod_1421,Cat_1,active
1422,Prod_1422,Cat_2,active
1423,Prod_1423,Cat_3,active
1424,Prod_1424,Cat_4,active
1425,Prod_1425,Cat_0,active
1426,Prod_1426,Cat_1,active
1427,Prod_1427,Cat_2,active
1428,Prod_1428,Cat_3,active
1429,Prod_1429,Cat_4,active
1430,Prod_1430,Cat_0,inactive
1431,Prod_1431,Cat_1,active
1432,Prod_1432,Cat_2,active
1433,Prod_1433,Cat_3,active
1434,Prod_1434,Cat_4,active
1435,Prod_1435,Cat_0,active
1436,Prod_1436,Cat_1,active
1437,Prod_1437,Cat_2,active
1438,Prod_1438,Cat_3,active
1439,Prod_1439,Cat_4,active
1440,Prod_1440,Cat_0,inactive
1441,Prod_1441,Cat_1,active
1442,Prod_1442,Cat_2,active
1443,Prod_1443,Cat_3,active
1444,Prod_1444,Cat_4,active
1445,Prod_1445,Cat_0,active
1446,Prod_1446,Cat_1,active
1447,Prod_1447,Cat_2,active
1448,Prod_1448,Cat_3,active
1449,Prod_1449,Cat_4,active
1450,Prod_1450,Cat_0,inactive
1451,Prod_1451,Cat_1,active
1452,Prod_1452,Cat_2,active
1453,Prod_1453,Cat_3,active
1454,Prod_1454,Cat_4,active
1455,Prod_1455,Cat_0,active
1456,Prod_1456,Cat_1,active
1457,Prod_1457,Cat_2,active
1458,Prod_1458,Cat_3,active
1459,Prod_1459,Cat_4,active
1460,Prod_1460,Cat_0,inactive
1461,Prod_1461,Cat_1,active
1462,Prod_1462,Cat_2,active
1463,Prod_1463,Cat_3,active
1464,Prod_1464,Cat_4,active
1465,Prod_1465,Cat_0,active
1466,Prod_1466,Cat_1,active
1467,Prod_1467,Cat_2,active
1468,Prod_1468,Cat_3,active
1469,Prod_1469,Cat_4,active
1470,Prod_1470,Cat_0,inactive
1471,Prod_1471,Cat_1,active
1472,Prod_1472,Cat_2,active
1473,Prod_1473,Cat_3,active
1474,Prod_1474,Cat_4,active
1475,Prod_1475,Cat_0,active
1476,Prod_1476,Cat_1,active
1477,Prod_1477,Cat_2,active
1478,Prod_1478,Cat_3,active
1479,Prod_1479,Cat_4,active
1480,Prod_1480,Cat_0,inactive
1481,Prod_1481,Cat_1,active
1482,Prod_1482,Cat_2,active
1483,Prod_1483,Cat_3,active
1484,Prod_1484,Cat_4,active
1485,Prod_1485,Cat_0,active
1486,Prod_1486,Cat_1,active
1487,Prod_1487,Cat_2,active
1488,Prod_1488,Cat_3,active
1489,Prod_1489,Cat_4,active
1490,Prod_1490,Cat_0,inactive
1491,Prod_1491,Cat_1,active
1492,Prod_1492,Cat_2,active
1493,Prod_1493,Cat_3,active
1494,Prod_1494,Cat_4,active
1495,Prod_1495,Cat_0,active
1496,Prod_1496,Cat_1,active
1497,Prod_1497,Cat_2,active
1498,Prod_1498,Cat_3,active
1499,Prod_1499,Cat_4,active
1500,Prod_1500,Cat_0,inactive
1501,Prod_1501,Cat_1,active
1502,Prod_1502,Cat_2,active
1503,Prod_1503,Cat_3,active
1504,Prod_1504,Cat_4,active
1505,Prod_1505,Cat_0,active
1506,Prod_1506,Cat_1,active
1507,Prod_1507,Cat_2,active
1508,Prod_1508,Cat_3,active
1509,Prod_1509,Cat_4,active
1510,Prod_1510,Cat_0,inactive
1511,Prod_1511,Cat_1,active
1512,Prod_1512,Cat_2,active
1513,Prod_1513,Cat_3,active
1514,Prod_1514,Cat_4,active
1515,Prod_1515,Cat_0,active
1516,Prod_1516,Cat_1,active
1517,Prod_1517,Cat_2,active
1518,Prod_1518,Cat_3,active
1519,Prod_1519,Cat_4,active
1520,Prod_1520,Cat_0,inactive
1521,Prod_1521,Cat_1,active
1522,Prod_1522,Cat_2,active
1523,Prod_1523,Cat_3,active
1524,Prod_1524,Cat_4,active
1525,Prod_1525,Cat_0,active
1526,Prod_1526,Cat_1,active
1527,Prod_1527,Cat_2,active
1528,Prod_1528,Cat_3,active
1529,Prod_1529,Cat_4,active
1530,Prod_1530,Cat_0,inactive
1531,Prod_1531,Cat_1,active
1532,Prod_1532,Cat_2,active
1533,Prod_1533,Cat_3,active
1534,Prod_1534,Cat_4,active
1535,Prod_1535,Cat_0,active
1536,Prod_1536,Cat_1,active
1537,Prod_1537,Cat_2,active
1538,Prod_1538,Cat_3,active
1539,Prod_1539,Cat_4,active
1540,Prod_1540,Cat_0,inactive
1541,Prod_1541,Cat_1,active
1542,Prod_1542,Cat_2,active
1543,Prod_1543,Cat_3,active
1544,Prod_1544,Cat_4,active
1545,Prod_1545,Cat_0,active
1546,Prod_1546,Cat_1,active
1547,Prod_1547,Cat_2,active
1548,Prod_1548,Cat_3,active
1549,Prod_1549,Cat_4,active
1550,Prod_1550,Cat_0,inactive
1551,Prod_1551,Cat_1,active
1552,Prod_1552,Cat_2,active
1553,Prod_1553,Cat_3,active
1554,Prod_1554,Cat_4,active
1555,Prod_1555,Cat_0,active
1556,Prod_1556,Cat_1,active
1557,Prod_1557,Cat_2,active
1558,Prod_1558,Cat_3,active
1559,Prod_1559,Cat_4,active
1560,Prod_1560,Cat_0,inactive
1561,Prod_1561,Cat_1,active
1562,Prod_1562,Cat_2,active
1563,Prod_1563,Cat_3,active
1564,Prod_1564,Cat_4,active
1565,Prod_1565,Cat_0,active
1566,Prod_1566,Cat_1,active
1567,Prod_1567,Cat_2,active
1568,Prod_1568,Cat_3,active
1569,Prod_1569,Cat_4,active
1570,Prod_1570,Cat_0,inactive
1571,Prod_1571,Cat_1,active
1572,Prod_1572,Cat_2,active
1573,Prod_1573,Cat_3,active
1574,Prod_1574,Cat_4,active
1575,Prod_1575,Cat_0,active
1576,Prod_1576,Cat_1,active
1577,Prod_1577,Cat_2,active
1578,Prod_1578,Cat_3,active
1579,Prod_1579,Cat_4,active
1580,Prod_1580,Cat_0,inactive
1581,Prod_1581,Cat_1,active
1582,Prod_1582,Cat_2,active
1583,Prod_1583,Cat_3,active
1584,Prod_1584,Cat_4,active
1585,Prod_1585,Cat_0,active
1586,Prod_1586,Cat_1,active
1587,Prod_1587,Cat_2,active
1588,Prod_1588,Cat_3,active
1589,Prod_1589,Cat_4,active
1590,Prod_1590,Cat_0,inactive
1591,Prod_1591,Cat_1,active
1592,Prod_1592,Cat_2,active
1593,Prod_1593,Cat_3,active
1594,Prod_1594,Cat_4,active
1595,Prod_1595,Cat_0,active
1596,Prod_1596,Cat_1,active
1597,Prod_1597,Cat_2,active
1598,Prod_1598,Cat_3,active
1599,Prod_1599,Cat_4,active
1600,Prod_1600,Cat_0,inactive
1601,Prod_1601,Cat_1,active
1602,Prod_1602,Cat_2,active
1603,Prod_1603,Cat_3,active
1604,Prod_1604,Cat_4,active
1605,Prod_1605,Cat_0,active
1606,Prod_1606,Cat_1,active
1607,Prod_1607,Cat_2,active
1608,Prod_1608,Cat_3,active
1609,Prod_1609,Cat_4,active
1610,Prod_1610,Cat_0,inactive
1611,Prod_1611,Cat_1,active
1612,Prod_1612,Cat_2,active
1613,Prod_1613,Cat_3,active
1614,Prod_1614,Cat_4,active
1615,Prod_1615,Cat_0,active
1616,Prod_1616,Cat_1,active
1617,Prod_1617,Cat_2,active
1618,Prod_1618,Cat_3,active
1619,Prod_1619,Cat_4,active
1620,Prod_1620,Cat_0,inactive
1621,Prod_1621,Cat_1,active
1622,Prod_1622,Cat_2,active
1623,Prod_1623,Cat_3,active
1624,Prod_1624,Cat_4,active
1625,Prod_1625,Cat_0,active
1626,Prod_1626,Cat_1,active
1627,Prod_1627,Cat_2,active
1628,Prod_1628,Cat_3,active
1629,Prod_1629,Cat_4,active
1630,Prod_1630,Cat_0,inactive
1631,Prod_1631,Cat_1,active
1632,Prod_1632,Cat_2,active
1633,Prod_1633,Cat_3,active
1634,Prod_1634,Cat_4,active
1635,Prod_1635,Cat_0,active
1636,Prod_1636,Cat_1,active
1637,Prod_1637,Cat_2,active
1638,Prod_1638,Cat_3,active
1639,Prod_1639,Cat_4,active
1640,Prod_1640,Cat_0,inactive
1641,Prod_1641,Cat_1,active
1642,Prod_1642,Cat_2,active
1643,Prod_1643,Cat_3,active
1644,Prod_1644,Cat_4,active
1645,Prod_1645,Cat_0,active
